MenuItemID,ItemName,ItemImage,ItemDescription,Price,MonthlySales,RestaurantID,CategoryID,StockStatus
4186,Situation,https://placekitten.com/929/466,Time prepare management lot raise executive help.,8.49,251,5273,29,Limited
4187,Provide,https://picsum.photos/729/370,Occur but idea thousand.,25.68,328,5934,66,Limited
4188,Learn,https://picsum.photos/263/68,Nor heart return full fast little husband.,20.07,40,2955,44,Out of Stock
4189,Same,https://placekitten.com/751/923,Employee almost rise four act.,15.23,356,4791,75,In Stock
4190,Other,https://picsum.photos/656/525,Size ground night including know language.,96.18,158,1259,37,Out of Stock
4191,Billion,https://dummyimage.com/104x445,Point top list discuss feel health Mr record.,89.31,15,8438,73,Limited
4192,Me,https://picsum.photos/6/181,Somebody human time company paper eye page.,46.18,183,6314,42,In Stock
4193,Without,https://picsum.photos/138/439,Poor agency box environmental five.,47.0,407,1312,29,In Stock
4194,Off,https://dummyimage.com/715x65,College environmental nature onto information draw.,50.16,488,1501,53,Limited
4195,Whom,https://placekitten.com/901/764,Despite million wife Congress to practice.,46.8,331,1218,93,In Stock
4196,Rise,https://picsum.photos/181/379,Model subject hospital know.,33.42,352,3764,43,Out of Stock
4197,Particular,https://dummyimage.com/809x512,Attorney computer car work.,44.45,287,728,4,Out of Stock
4198,Next,https://placekitten.com/151/150,Lawyer large along into body.,66.2,402,1604,25,In Stock
4199,By,https://dummyimage.com/341x449,Per watch on.,96.78,259,3393,96,Out of Stock
4200,Push,https://picsum.photos/797/550,Use cause hear wonder.,57.24,404,7006,13,Limited
4201,Yes,https://picsum.photos/84/425,Successful figure focus.,27.07,204,5224,86,In Stock
4202,Position,https://picsum.photos/487/278,Power front size.,73.56,329,6747,13,Limited
4203,Interview,https://placekitten.com/348/265,Conference let might agree black.,49.04,316,7245,90,Limited
4204,Past,https://dummyimage.com/623x489,Response total language develop.,96.23,82,1172,39,Limited
4205,Lead,https://placekitten.com/60/79,Your bad serious may.,90.38,472,9802,8,In Stock
4206,Say,https://placekitten.com/889/943,Also address despite dog.,41.93,468,502,69,In Stock
4207,Second,https://dummyimage.com/257x203,Yeah drug whose how the above.,54.72,137,2836,14,In Stock
4208,Report,https://picsum.photos/45/806,Upon provide tough exactly.,98.01,420,4325,84,Out of Stock
4209,Matter,https://dummyimage.com/858x436,Indicate that recent mother.,89.22,229,9003,58,Limited
4210,Necessary,https://dummyimage.com/99x657,Forget stop least.,59.31,1,1332,23,Out of Stock
4211,Hard,https://dummyimage.com/660x257,Popular high approach where nature second coach.,32.24,134,6708,67,Out of Stock
4212,Over,https://dummyimage.com/119x530,Really management where house miss should difference.,7.07,464,9714,7,In Stock
4213,Affect,https://picsum.photos/396/159,Friend industry finally fish reflect decide.,19.32,256,9292,96,Out of Stock
4214,Detail,https://placekitten.com/813/688,Draw hospital lay once husband maintain statement.,10.97,9,1921,81,Limited
4215,Enjoy,https://placekitten.com/324/578,Simple life interest job reason put media check.,57.56,15,1635,10,Limited
4216,Student,https://picsum.photos/275/726,Allow notice what record firm.,89.05,287,1781,88,Limited
4217,Over,https://dummyimage.com/776x438,Push you look focus agree second.,82.8,293,3910,100,Limited
4218,Yeah,https://placekitten.com/31/392,Military million control.,38.53,332,785,49,In Stock
4219,Believe,https://placekitten.com/62/27,Nor price choice dark.,96.06,449,5264,67,In Stock
4220,Full,https://picsum.photos/10/239,Bag soon include American those.,62.76,38,5344,11,Out of Stock
4221,Event,https://placekitten.com/689/928,Fight radio information debate prepare voice.,52.85,142,9560,62,Out of Stock
4222,Form,https://dummyimage.com/708x59,Move purpose adult morning debate.,78.55,54,4524,79,Limited
4223,Travel,https://picsum.photos/768/483,See section language center blue eye.,79.48,222,913,86,In Stock
4224,Energy,https://picsum.photos/314/530,Agree stock think organization even.,75.9,393,2277,11,Out of Stock
4225,Production,https://picsum.photos/967/849,Thing yard big at today civil.,30.69,332,3109,78,In Stock
4226,Affect,https://placekitten.com/1016/203,Against quality ago too market personal prove.,20.76,169,823,18,Out of Stock
4227,Huge,https://placekitten.com/791/167,Learn professional entire off.,37.77,386,460,53,In Stock
4228,Hand,https://placekitten.com/57/359,Can national such toward attorney stuff old during.,34.69,169,4239,90,Limited
4229,Affect,https://dummyimage.com/480x156,On skill eat never.,36.48,132,280,71,Limited
4230,Shake,https://picsum.photos/823/244,City film Mr good situation question crime.,73.16,201,880,21,Out of Stock
4231,Travel,https://placekitten.com/589/245,Lose remain both fire hand feeling.,40.86,419,4142,38,Limited
4232,Citizen,https://placekitten.com/953/945,Price rest generation improve myself detail.,20.97,216,9630,96,Limited
4233,Bank,https://picsum.photos/261/810,Yourself professor hear have suggest small.,77.15,480,3216,14,Limited
4234,Democrat,https://placekitten.com/958/200,Last lawyer about serious character both.,12.18,145,6241,16,In Stock
4235,Various,https://picsum.photos/958/233,Both way financial.,89.93,202,9103,22,Limited
4236,Mission,https://picsum.photos/58/39,Drug outside company store point country.,93.21,344,1539,1,Out of Stock
4237,Expect,https://picsum.photos/510/342,Indeed program rate.,49.74,201,7123,76,Limited
4238,Carry,https://placekitten.com/322/627,Least a another clear government win kind summer.,69.04,145,8915,43,In Stock
4239,War,https://dummyimage.com/944x451,Product whose hit clear play.,13.03,130,9910,93,Limited
4240,Quality,https://picsum.photos/847/19,Heavy collection work way.,91.62,449,696,63,Out of Stock
4241,Heavy,https://dummyimage.com/953x833,Rich wait back property.,29.27,289,6348,2,Out of Stock
4242,Bad,https://placekitten.com/1012/605,Really everyone hold might media dark foot.,22.08,7,8216,38,In Stock
4243,Before,https://placekitten.com/352/530,Home write different focus whether.,51.35,417,5603,90,In Stock
4244,Issue,https://placekitten.com/6/444,Site rest kid college interest someone city.,96.05,149,9585,3,Limited
4245,Hospital,https://dummyimage.com/774x258,Let society difference then consider reveal.,61.87,161,747,12,In Stock
4246,Discuss,https://picsum.photos/154/747,Commercial then floor economic political suddenly leader.,36.67,139,1245,27,In Stock
4247,Add,https://picsum.photos/804/336,Say idea school relationship company price safe.,96.0,206,1841,34,Out of Stock
4248,Situation,https://placekitten.com/467/770,Teacher shoulder response.,88.29,375,4928,11,In Stock
4249,Kind,https://placekitten.com/284/428,Certainly defense everyone peace whole marriage.,26.33,320,7250,35,In Stock
4250,Discover,https://placekitten.com/694/211,Stage specific she feeling.,88.19,481,5329,59,Out of Stock
4251,Share,https://picsum.photos/633/723,Also true eat.,84.21,479,3414,38,Out of Stock
4252,Only,https://dummyimage.com/678x898,Fight difference learn begin serious box.,40.96,390,7119,59,Limited
4253,Amount,https://dummyimage.com/35x363,Plan exist yard stage argue.,86.62,383,5480,9,Out of Stock
4254,Wide,https://picsum.photos/656/880,American money buy phone life by.,86.56,282,323,76,In Stock
4255,Suddenly,https://picsum.photos/482/887,Prepare seat commercial present.,19.67,360,5185,81,Limited
4256,Change,https://picsum.photos/216/811,Sure subject also base us.,85.98,214,7210,77,In Stock
4257,First,https://dummyimage.com/549x482,Hope safe television country end.,41.78,349,5593,32,Out of Stock
4258,Need,https://placekitten.com/799/547,Stop if indicate red ahead.,6.2,226,5524,76,Limited
4259,Even,https://dummyimage.com/409x282,Both arrive figure food card.,43.01,437,1194,100,In Stock
4260,Whether,https://picsum.photos/140/947,Share focus world theory scene.,84.66,72,7156,44,In Stock
4261,Develop,https://dummyimage.com/602x717,Product situation recently Mrs note hospital age.,83.76,153,2912,53,In Stock
4262,Hundred,https://dummyimage.com/272x57,Cold book rich seem rich class.,28.25,494,1059,74,In Stock
4263,Follow,https://dummyimage.com/265x864,Level value I think return.,54.62,328,8216,81,In Stock
4264,Develop,https://picsum.photos/596/679,Easy strategy them foot use.,60.36,215,3892,15,Out of Stock
4265,Risk,https://picsum.photos/570/572,Then someone true.,18.86,448,6598,78,Limited
4266,Mission,https://picsum.photos/713/335,Dinner and system get tend alone inside.,56.9,2,10,35,In Stock
4267,Less,https://placekitten.com/910/965,Tough couple hair no firm.,84.52,107,9429,86,Limited
4268,Too,https://picsum.photos/867/146,Sometimes list general technology he talk.,91.69,98,3127,6,In Stock
4269,Outside,https://dummyimage.com/501x232,Through training century foot new rather age.,88.45,184,439,7,Limited
4270,Force,https://placekitten.com/594/569,Pressure use ever current low.,56.71,427,6581,23,In Stock
4271,Administration,https://picsum.photos/302/91,Scientist there authority relate carry.,78.54,113,4431,56,Out of Stock
4272,West,https://placekitten.com/53/826,Reality change environment hotel anyone.,16.79,168,1371,9,Out of Stock
4273,Speech,https://placekitten.com/69/489,Meet section job it nor.,94.33,175,6416,3,Out of Stock
4274,Officer,https://placekitten.com/711/136,Up leader hospital put.,71.0,384,4074,98,Out of Stock
4275,Later,https://placekitten.com/411/906,Thought week technology.,81.99,25,5596,88,In Stock
4276,Congress,https://dummyimage.com/274x716,Season claim hear computer present population before.,84.55,155,3456,57,In Stock
4277,Then,https://placekitten.com/462/863,Short fact article teacher same beyond American.,13.2,79,539,94,Limited
4278,Evening,https://picsum.photos/367/340,Hospital clear discussion hold order.,32.12,41,5352,37,In Stock
4279,Career,https://placekitten.com/846/881,Kitchen player word thing crime.,6.74,319,4725,72,Out of Stock
4280,Tend,https://placekitten.com/384/595,Ability instead low according.,74.97,28,3523,55,In Stock
4281,Generation,https://picsum.photos/933/575,Benefit until despite stand table hour government.,29.17,135,6085,45,Out of Stock
4282,About,https://picsum.photos/634/386,Head especially usually pull cost.,79.35,245,9666,93,In Stock
4283,She,https://dummyimage.com/589x27,Book partner imagine eye across nor.,22.05,250,1784,4,In Stock
4284,Deep,https://picsum.photos/893/632,Else finish responsibility turn statement look.,38.15,372,1875,70,Out of Stock
4285,Ground,https://picsum.photos/833/637,System manager close poor wonder.,57.36,241,5054,34,In Stock
4286,Pay,https://placekitten.com/676/263,System develop future job.,30.15,347,2605,89,Out of Stock
4287,House,https://dummyimage.com/774x928,Mouth page assume scientist member describe.,64.67,253,6920,80,Limited
4288,Method,https://dummyimage.com/851x458,Car sit foreign goal cover.,56.69,46,8160,11,Out of Stock
4289,Doctor,https://placekitten.com/444/131,Enjoy positive story join kitchen social song.,11.31,78,8929,43,Out of Stock
4290,News,https://dummyimage.com/53x461,Perhaps so short season really religious occur.,40.72,321,9031,42,In Stock
4291,Skill,https://dummyimage.com/894x27,Hold set I physical.,38.86,482,5733,26,In Stock
4292,Only,https://placekitten.com/413/766,Now ready project bar.,18.92,186,5008,29,Limited
4293,Research,https://placekitten.com/574/970,Old anyone statement act sport improve.,21.69,424,2495,9,Out of Stock
4294,Sell,https://dummyimage.com/809x144,Interest decision really.,92.89,52,9945,42,Limited
4295,Might,https://dummyimage.com/603x24,Her travel if read.,73.79,31,3035,34,Limited
4296,Early,https://dummyimage.com/703x626,Black art camera understand area media art.,35.62,316,3367,63,In Stock
4297,Stuff,https://picsum.photos/699/2,Treat theory major.,20.32,346,5614,95,In Stock
4298,Concern,https://dummyimage.com/203x331,City box public agent sense.,71.59,386,4171,25,Limited
4299,Deal,https://dummyimage.com/588x820,Represent west capital certain season reach.,72.6,108,4235,29,Out of Stock
4300,Medical,https://dummyimage.com/563x166,Factor too model view.,89.7,200,316,90,Out of Stock
4301,Talk,https://dummyimage.com/243x49,Want reason treatment one field old support.,37.09,372,1108,94,Out of Stock
4302,Pretty,https://placekitten.com/612/718,Bad major enjoy different drop.,34.13,355,1157,81,Out of Stock
4303,American,https://dummyimage.com/703x231,Environment magazine threat prevent pick carry stay resource.,14.54,323,6877,25,In Stock
4304,Least,https://placekitten.com/693/37,Eat under catch network analysis response hospital.,16.07,248,6654,67,In Stock
4305,When,https://placekitten.com/784/292,Assume of wind people.,83.75,372,688,33,Out of Stock
4306,Environmental,https://picsum.photos/425/86,Sell back thus yet improve.,9.67,184,2037,100,In Stock
4307,Front,https://dummyimage.com/898x11,Amount class do eight place learn model commercial.,78.96,150,3492,94,Limited
4308,Standard,https://picsum.photos/891/554,Team everyone style with century tell market week.,95.37,342,8427,1,Limited
4309,Bit,https://dummyimage.com/863x321,Sense knowledge record look second.,55.42,112,6952,79,Limited
4310,Process,https://dummyimage.com/225x80,Beautiful population none heavy you authority.,38.37,137,75,55,In Stock
4311,Card,https://picsum.photos/805/627,Region great may year expect.,69.35,256,2854,64,Out of Stock
4312,Than,https://dummyimage.com/916x297,Skin court expect ahead.,66.41,490,3349,2,In Stock
4313,Though,https://dummyimage.com/746x138,Option green in result region.,41.87,179,4910,22,In Stock
4314,Next,https://placekitten.com/199/296,Get employee effort rest.,58.56,218,6831,25,In Stock
4315,Threat,https://dummyimage.com/227x684,Why be event outside.,20.65,5,299,67,Out of Stock
4316,Chair,https://dummyimage.com/534x656,Quite with fine include over father where president.,89.24,395,4992,64,Limited
4317,Role,https://placekitten.com/192/883,Man north where president maybe natural.,74.44,472,4993,94,In Stock
4318,Woman,https://placekitten.com/485/237,Note first if late attention middle impact over.,37.37,466,523,69,Out of Stock
4319,Heart,https://picsum.photos/352/153,Artist act also.,19.31,2,5286,51,In Stock
4320,Send,https://dummyimage.com/135x784,Story capital yet cover window ready late.,35.91,130,7295,37,Out of Stock
